angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.04,,"[534, 225, 225, 278]",,0.0,,0.21,,0.0,,0.1,,0.65,,0.0,
0.03,,"[536, 225, 224, 276]",,0.0,,0.18,,0.0,,0.1,,0.69,,0.0,
0.03,,"[536, 226, 225, 275]",,0.0,,0.18,,0.0,,0.16,,0.63,,0.0,
0.02,,"[539, 225, 222, 273]",,0.0,,0.28,,0.0,,0.06,,0.64,,0.0,
0.02,,"[540, 226, 222, 273]",,0.0,,0.17,,0.0,,0.08,,0.73,,0.0,
0.03,,"[541, 224, 220, 270]",,0.0,,0.36,,0.0,,0.1,,0.5,,0.01,
0.02,,"[541, 227, 222, 272]",,0.0,,0.16,,0.0,,0.17,,0.65,,0.0,
0.02,,"[543, 225, 218, 269]",,0.0,,0.38,,0.0,,0.26,,0.33,,0.01,
0.01,,"[543, 224, 218, 273]",,0.0,,0.29,,0.02,,0.48,,0.19,,0.02,
0.02,,"[539, 221, 224, 284]",,0.0,,0.32,,0.02,,0.26,,0.38,,0.0,
0.01,,"[544, 223, 217, 276]",,0.0,,0.29,,0.07,,0.35,,0.27,,0.01,
0.01,,"[546, 223, 216, 274]",,0.0,,0.22,,0.24,,0.41,,0.1,,0.03,
0.01,,"[545, 224, 217, 273]",,0.0,,0.22,,0.33,,0.32,,0.1,,0.02,
0.01,,"[543, 223, 218, 278]",,0.0,,0.26,,0.11,,0.36,,0.25,,0.01,
0.01,,"[546, 222, 215, 274]",,0.0,,0.17,,0.36,,0.36,,0.09,,0.01,
0.01,,"[548, 223, 214, 274]",,0.0,,0.22,,0.25,,0.35,,0.15,,0.02,
0.02,,"[539, 222, 225, 285]",,0.0,,0.14,,0.01,,0.26,,0.57,,0.0,
0.01,,"[538, 222, 224, 284]",,0.0,,0.05,,0.01,,0.35,,0.58,,0.0,
0.01,,"[542, 225, 221, 282]",,0.0,,0.08,,0.01,,0.28,,0.62,,0.0,
0.02,,"[544, 225, 221, 283]",,0.0,,0.16,,0.0,,0.22,,0.59,,0.0,
0.02,,"[535, 222, 225, 281]",,0.0,,0.1,,0.01,,0.22,,0.64,,0.0,
0.02,,"[534, 222, 226, 280]",,0.0,,0.13,,0.03,,0.2,,0.61,,0.0,
0.01,,"[533, 221, 228, 285]",,0.0,,0.12,,0.01,,0.24,,0.62,,0.0,
0.01,,"[539, 222, 220, 279]",,0.0,,0.23,,0.03,,0.24,,0.49,,0.0,
0.02,,"[539, 222, 219, 275]",,0.0,,0.23,,0.1,,0.29,,0.36,,0.01,
0.02,,"[542, 223, 216, 273]",,0.0,,0.27,,0.08,,0.31,,0.3,,0.01,
0.01,,"[540, 224, 218, 275]",,0.0,,0.16,,0.12,,0.52,,0.2,,0.0,
0.01,,"[540, 224, 217, 274]",,0.0,,0.16,,0.22,,0.47,,0.14,,0.01,
0.02,,"[538, 222, 219, 276]",,0.0,,0.32,,0.07,,0.26,,0.32,,0.01,
0.02,,"[536, 222, 221, 281]",,0.0,,0.21,,0.06,,0.32,,0.39,,0.0,
0.02,,"[532, 221, 229, 286]",,0.0,,0.25,,0.04,,0.22,,0.47,,0.0,
0.03,,"[532, 220, 228, 286]",,0.0,,0.35,,0.07,,0.17,,0.37,,0.0,
0.02,,"[531, 221, 229, 286]",,0.0,,0.3,,0.04,,0.17,,0.47,,0.0,
0.02,,"[532, 221, 229, 286]",,0.0,,0.25,,0.05,,0.25,,0.43,,0.0,
0.02,,"[533, 221, 228, 285]",,0.0,,0.27,,0.02,,0.19,,0.5,,0.0,
0.02,,"[534, 220, 228, 286]",,0.0,,0.23,,0.01,,0.15,,0.58,,0.0,
0.02,,"[535, 218, 228, 287]",,0.0,,0.25,,0.01,,0.11,,0.6,,0.0,
0.02,,"[536, 220, 226, 284]",,0.0,,0.43,,0.01,,0.13,,0.41,,0.0,
0.02,,"[536, 218, 227, 282]",,0.0,,0.67,,0.0,,0.05,,0.26,,0.01,
0.02,,"[535, 215, 229, 287]",,0.0,,0.52,,0.0,,0.04,,0.42,,0.0,
0.02,,"[535, 214, 229, 287]",,0.0,,0.5,,0.0,,0.03,,0.45,,0.0,
0.02,,"[545, 221, 220, 278]",,0.0,,0.4,,0.0,,0.17,,0.41,,0.0,
0.02,,"[539, 214, 230, 286]",,0.0,,0.49,,0.0,,0.06,,0.43,,0.0,
0.02,,"[539, 216, 232, 291]",,0.0,,0.37,,0.0,,0.09,,0.52,,0.0,
0.02,,"[540, 218, 231, 291]",,0.0,,0.38,,0.0,,0.08,,0.52,,0.0,
0.01,,"[543, 217, 235, 298]",,0.0,,0.2,,0.0,,0.05,,0.74,,0.0,
0.02,,"[546, 216, 234, 299]",,0.0,,0.22,,0.01,,0.13,,0.62,,0.0,
0.02,,"[545, 217, 236, 299]",,0.0,,0.17,,0.0,,0.12,,0.69,,0.0,
0.02,,"[544, 214, 239, 303]",,0.0,,0.22,,0.0,,0.09,,0.68,,0.0,
0.01,,"[547, 213, 238, 305]",,0.0,,0.15,,0.0,,0.08,,0.75,,0.0,
0.01,,"[542, 217, 236, 296]",,0.0,,0.48,,0.0,,0.19,,0.31,,0.0,
0.01,,"[542, 219, 238, 295]",,0.0,,0.56,,0.0,,0.15,,0.27,,0.0,
0.02,,"[549, 210, 240, 309]",,0.0,,0.13,,0.0,,0.04,,0.81,,0.0,
0.02,,"[550, 208, 242, 312]",,0.0,,0.18,,0.0,,0.08,,0.71,,0.0,
0.02,,"[543, 210, 243, 303]",,0.0,,0.39,,0.0,,0.09,,0.49,,0.0,
0.01,,"[544, 212, 244, 301]",,0.0,,0.49,,0.0,,0.09,,0.4,,0.0,
0.01,,"[545, 211, 244, 302]",,0.0,,0.64,,0.0,,0.06,,0.28,,0.0,
0.01,,"[541, 213, 252, 317]",,0.0,,0.22,,0.0,,0.07,,0.7,,0.0,
0.02,,"[541, 212, 252, 319]",,0.0,,0.23,,0.0,,0.06,,0.7,,0.0,
0.02,,"[541, 211, 254, 325]",,0.0,,0.34,,0.0,,0.06,,0.59,,0.0,
0.01,,"[541, 214, 251, 307]",,0.0,,0.67,,0.0,,0.1,,0.22,,0.0,
0.01,,"[541, 214, 252, 310]",,0.0,,0.68,,0.0,,0.06,,0.24,,0.0,
0.01,,"[541, 215, 254, 310]",,0.0,,0.56,,0.0,,0.1,,0.32,,0.0,
0.02,,"[542, 214, 255, 312]",,0.0,,0.52,,0.01,,0.14,,0.32,,0.0,
0.02,,"[541, 214, 257, 313]",,0.0,,0.6,,0.0,,0.08,,0.3,,0.0,
0.02,,"[542, 213, 257, 317]",,0.0,,0.45,,0.0,,0.12,,0.41,,0.0,
0.02,,"[541, 216, 257, 313]",,0.0,,0.54,,0.0,,0.06,,0.37,,0.0,
0.01,,"[541, 212, 258, 320]",,0.0,,0.69,,0.0,,0.1,,0.19,,0.0,
0.01,,"[537, 211, 257, 318]",,0.0,,0.63,,0.0,,0.07,,0.29,,0.0,
0.02,,"[541, 206, 260, 325]",,0.0,,0.53,,0.0,,0.06,,0.39,,0.0,
0.01,,"[541, 208, 261, 323]",,0.0,,0.71,,0.0,,0.05,,0.23,,0.0,
0.01,,"[539, 214, 258, 319]",,0.0,,0.65,,0.0,,0.09,,0.24,,0.0,
0.02,,"[542, 215, 261, 325]",,0.0,,0.8,,0.0,,0.05,,0.12,,0.0,
0.01,,"[543, 211, 261, 325]",,0.0,,0.62,,0.0,,0.06,,0.31,,0.0,
0.02,,"[537, 217, 261, 322]",,0.0,,0.8,,0.0,,0.07,,0.1,,0.0,
0.02,,"[538, 217, 261, 324]",,0.0,,0.82,,0.0,,0.06,,0.1,,0.0,
0.02,,"[539, 218, 261, 323]",,0.0,,0.79,,0.0,,0.08,,0.1,,0.0,
0.02,,"[539, 220, 259, 321]",,0.0,,0.76,,0.0,,0.09,,0.12,,0.0,
0.02,,"[542, 211, 266, 330]",,0.0,,0.66,,0.0,,0.07,,0.25,,0.0,
0.02,,"[534, 205, 273, 337]",,0.0,,0.83,,0.0,,0.02,,0.13,,0.0,
0.02,,"[535, 206, 272, 335]",,0.0,,0.83,,0.0,,0.02,,0.13,,0.0,
0.01,,"[544, 215, 263, 327]",,0.0,,0.65,,0.0,,0.03,,0.3,,0.0,
0.01,,"[543, 217, 261, 325]",,0.0,,0.72,,0.0,,0.03,,0.24,,0.0,
0.01,,"[544, 225, 263, 316]",,0.0,,0.78,,0.01,,0.1,,0.1,,0.0,
0.01,,"[541, 215, 268, 335]",,0.0,,0.45,,0.0,,0.03,,0.51,,0.0,
0.01,,"[541, 227, 262, 319]",,0.0,,0.78,,0.0,,0.05,,0.16,,0.0,
0.01,,"[540, 225, 263, 323]",,0.0,,0.69,,0.0,,0.06,,0.23,,0.0,
0.01,,"[541, 226, 262, 321]",,0.0,,0.66,,0.0,,0.09,,0.23,,0.0,
0.02,,"[542, 228, 260, 322]",,0.0,,0.58,,0.0,,0.1,,0.3,,0.0,
0.01,,"[541, 228, 260, 321]",,0.0,,0.76,,0.0,,0.04,,0.19,,0.0,
0.01,,"[542, 228, 260, 322]",,0.0,,0.64,,0.0,,0.06,,0.28,,0.0,
0.02,,"[540, 228, 262, 323]",,0.0,,0.64,,0.0,,0.05,,0.29,,0.0,
0.01,,"[542, 228, 260, 322]",,0.0,,0.66,,0.0,,0.07,,0.25,,0.0,
0.02,,"[542, 228, 261, 323]",,0.0,,0.63,,0.0,,0.08,,0.27,,0.0,
0.01,,"[540, 228, 262, 322]",,0.0,,0.75,,0.0,,0.08,,0.16,,0.0,
0.02,,"[542, 228, 261, 322]",,0.0,,0.58,,0.0,,0.12,,0.28,,0.0,
0.01,,"[540, 227, 262, 322]",,0.0,,0.72,,0.0,,0.13,,0.14,,0.0,
0.02,,"[539, 227, 263, 323]",,0.0,,0.65,,0.0,,0.14,,0.19,,0.0,
0.02,,"[538, 227, 263, 324]",,0.0,,0.73,,0.0,,0.08,,0.17,,0.0,
0.01,,"[538, 229, 261, 320]",,0.0,,0.77,,0.0,,0.07,,0.15,,0.0,
0.01,,"[540, 229, 258, 319]",,0.0,,0.7,,0.0,,0.12,,0.17,,0.0,
0.01,0.02,"[540, 229, 259, 318]","[649, 111, 31, 35]",0.0,0.0,0.7,0.03,0.0,0.69,0.15,0.17,0.14,0.1,0.0,0.0
0.01,,"[539, 227, 261, 322]",,0.0,,0.73,,0.0,,0.13,,0.13,,0.0,
0.01,,"[542, 222, 263, 326]",,0.0,,0.52,,0.0,,0.1,,0.37,,0.0,
0.01,,"[542, 224, 262, 323]",,0.0,,0.59,,0.0,,0.13,,0.27,,0.0,
0.01,,"[538, 227, 262, 322]",,0.0,,0.63,,0.0,,0.23,,0.12,,0.0,
0.01,,"[539, 224, 262, 326]",,0.0,,0.74,,0.0,,0.13,,0.12,,0.0,
0.01,,"[538, 222, 265, 330]",,0.0,,0.63,,0.0,,0.12,,0.24,,0.0,
0.02,,"[534, 219, 269, 332]",,0.0,,0.55,,0.0,,0.18,,0.25,,0.0,
0.02,,"[534, 219, 269, 332]",,0.0,,0.51,,0.0,,0.25,,0.21,,0.0,
0.02,,"[535, 220, 268, 331]",,0.0,,0.46,,0.0,,0.23,,0.28,,0.0,
0.02,,"[537, 221, 267, 331]",,0.0,,0.45,,0.0,,0.22,,0.31,,0.0,
0.02,,"[536, 224, 267, 328]",,0.0,,0.5,,0.01,,0.3,,0.17,,0.0,
0.01,,"[538, 220, 267, 331]",,0.0,,0.44,,0.0,,0.24,,0.3,,0.0,
0.02,,"[538, 221, 267, 329]",,0.0,,0.47,,0.0,,0.27,,0.24,,0.0,
0.01,,"[539, 222, 264, 327]",,0.0,,0.55,,0.0,,0.2,,0.23,,0.0,
0.01,,"[541, 224, 264, 327]",,0.0,,0.55,,0.0,,0.2,,0.23,,0.0,
0.02,,"[540, 224, 264, 327]",,0.0,,0.52,,0.0,,0.16,,0.3,,0.0,
0.01,,"[541, 223, 264, 324]",,0.0,,0.41,,0.0,,0.29,,0.28,,0.0,
0.01,,"[543, 224, 262, 323]",,0.0,,0.35,,0.0,,0.33,,0.3,,0.0,
0.01,,"[542, 224, 263, 323]",,0.0,,0.37,,0.0,,0.26,,0.35,,0.0,
0.01,,"[544, 227, 262, 320]",,0.0,,0.68,,0.0,,0.15,,0.15,,0.0,
0.01,,"[548, 224, 259, 323]",,0.0,,0.23,,0.0,,0.46,,0.29,,0.0,
0.01,,"[543, 227, 263, 320]",,0.0,,0.51,,0.0,,0.22,,0.25,,0.0,
0.01,,"[548, 225, 259, 323]",,0.0,,0.33,,0.0,,0.38,,0.28,,0.0,
0.01,,"[548, 226, 257, 321]",,0.0,,0.32,,0.0,,0.39,,0.27,,0.0,
0.01,,"[544, 228, 261, 322]",,0.0,,0.62,,0.0,,0.24,,0.12,,0.0,
0.01,,"[542, 225, 262, 324]",,0.0,,0.33,,0.01,,0.37,,0.28,,0.0,
0.01,,"[542, 227, 261, 322]",,0.0,,0.51,,0.01,,0.28,,0.19,,0.0,
0.01,,"[544, 226, 262, 323]",,0.0,,0.5,,0.0,,0.22,,0.26,,0.0,
0.03,,"[543, 230, 259, 310]",,0.0,,0.48,,0.01,,0.18,,0.3,,0.0,
0.02,,"[543, 227, 259, 313]",,0.0,,0.32,,0.03,,0.31,,0.32,,0.0,
0.03,,"[546, 222, 261, 326]",,0.0,,0.25,,0.01,,0.22,,0.48,,0.0,
0.03,,"[547, 219, 261, 330]",,0.0,,0.13,,0.01,,0.27,,0.57,,0.0,
0.04,,"[550, 220, 256, 315]",,0.0,,0.17,,0.01,,0.33,,0.44,,0.0,
0.04,,"[542, 217, 261, 321]",,0.0,,0.26,,0.01,,0.18,,0.51,,0.0,
0.02,,"[548, 225, 252, 304]",,0.0,,0.26,,0.03,,0.28,,0.42,,0.0,
0.03,,"[551, 216, 258, 320]",,0.0,,0.15,,0.01,,0.21,,0.6,,0.0,
0.02,,"[554, 216, 250, 309]",,0.0,,0.2,,0.01,,0.32,,0.45,,0.0,
0.03,,"[555, 216, 253, 311]",,0.0,,0.11,,0.01,,0.19,,0.67,,0.0,
0.03,,"[554, 210, 256, 317]",,0.0,,0.11,,0.01,,0.42,,0.43,,0.0,
0.02,,"[555, 207, 251, 313]",,0.0,,0.1,,0.03,,0.52,,0.33,,0.0,
0.02,,"[557, 201, 251, 319]",,0.0,,0.07,,0.04,,0.7,,0.17,,0.0,
0.01,,"[562, 204, 246, 311]",,0.0,,0.11,,0.02,,0.56,,0.29,,0.0,
0.01,,"[561, 198, 251, 316]",,0.0,,0.06,,0.01,,0.81,,0.11,,0.0,
0.01,,"[565, 196, 250, 319]",,0.0,,0.03,,0.02,,0.88,,0.06,,0.0,
0.01,,"[564, 196, 249, 316]",,0.0,,0.05,,0.01,,0.82,,0.11,,0.0,
0.01,,"[566, 194, 251, 319]",,0.0,,0.05,,0.04,,0.82,,0.08,,0.0,
0.02,,"[566, 195, 253, 318]",,0.0,,0.06,,0.02,,0.83,,0.08,,0.0,
0.01,,"[566, 195, 249, 318]",,0.0,,0.03,,0.02,,0.9,,0.04,,0.0,
0.01,0.04,"[567, 196, 250, 313]","[557, 125, 20, 27]",0.0,0.0,0.04,0.01,0.02,0.76,0.89,0.12,0.05,0.06,0.0,0.0
0.01,,"[569, 195, 250, 313]",,0.0,,0.03,,0.01,,0.86,,0.09,,0.0,
0.01,,"[571, 194, 247, 312]",,0.0,,0.02,,0.01,,0.92,,0.04,,0.0,
0.01,,"[571, 184, 252, 320]",,0.0,,0.04,,0.03,,0.84,,0.09,,0.0,
0.0,,"[577, 189, 244, 314]",,0.0,,0.02,,0.01,,0.94,,0.03,,0.0,
0.0,,"[577, 190, 244, 312]",,0.0,,0.04,,0.01,,0.92,,0.03,,0.0,
0.0,,"[577, 190, 243, 312]",,0.0,,0.03,,0.01,,0.94,,0.02,,0.0,
0.0,,"[577, 190, 245, 312]",,0.0,,0.04,,0.01,,0.92,,0.03,,0.0,
0.01,,"[578, 189, 244, 313]",,0.0,,0.11,,0.02,,0.8,,0.05,,0.0,
0.0,,"[573, 189, 249, 315]",,0.0,,0.02,,0.01,,0.93,,0.03,,0.0,
0.0,,"[572, 189, 249, 315]",,0.0,,0.02,,0.01,,0.93,,0.03,,0.0,
0.0,,"[570, 189, 249, 315]",,0.0,,0.02,,0.02,,0.94,,0.02,,0.0,
0.0,,"[570, 189, 247, 314]",,0.0,,0.03,,0.02,,0.92,,0.02,,0.0,
0.0,,"[568, 190, 246, 313]",,0.0,,0.03,,0.01,,0.93,,0.02,,0.0,
0.0,,"[564, 185, 247, 318]",,0.0,,0.02,,0.01,,0.95,,0.02,,0.0,
0.0,,"[561, 189, 246, 311]",,0.0,,0.01,,0.0,,0.97,,0.01,,0.0,
0.0,,"[558, 193, 246, 307]",,0.0,,0.02,,0.02,,0.95,,0.01,,0.0,
0.01,,"[557, 188, 245, 307]",,0.0,,0.04,,0.06,,0.85,,0.05,,0.0,
0.01,,"[553, 186, 249, 309]",,0.0,,0.01,,0.02,,0.94,,0.02,,0.0,
0.0,,"[555, 193, 244, 303]",,0.0,,0.05,,0.04,,0.87,,0.03,,0.0,
0.0,,"[553, 194, 242, 303]",,0.0,,0.02,,0.02,,0.93,,0.03,,0.0,
0.01,,"[551, 194, 248, 308]",,0.0,,0.04,,0.04,,0.89,,0.02,,0.0,
0.0,,"[550, 196, 245, 307]",,0.0,,0.03,,0.02,,0.92,,0.02,,0.0,
0.0,,"[549, 195, 245, 308]",,0.0,,0.02,,0.01,,0.95,,0.02,,0.0,
0.01,,"[539, 184, 250, 310]",,0.0,,0.03,,0.02,,0.92,,0.02,,0.0,
0.0,,"[543, 191, 245, 311]",,0.0,,0.02,,0.02,,0.94,,0.02,,0.0,
0.0,,"[544, 191, 246, 313]",,0.0,,0.06,,0.02,,0.89,,0.03,,0.0,
0.0,,"[542, 189, 248, 318]",,0.0,,0.06,,0.02,,0.89,,0.03,,0.0,
0.0,,"[539, 191, 250, 316]",,0.0,,0.03,,0.01,,0.94,,0.02,,0.0,
0.0,,"[542, 197, 245, 307]",,0.0,,0.01,,0.0,,0.97,,0.01,,0.0,
0.0,,"[542, 197, 244, 308]",,0.0,,0.01,,0.0,,0.97,,0.02,,0.0,
0.0,,"[541, 197, 244, 308]",,0.0,,0.01,,0.0,,0.98,,0.01,,0.0,
0.0,,"[541, 197, 245, 309]",,0.0,,0.01,,0.0,,0.96,,0.02,,0.0,
0.0,,"[541, 196, 245, 310]",,0.0,,0.03,,0.01,,0.95,,0.02,,0.0,
0.0,,"[541, 195, 247, 313]",,0.0,,0.02,,0.01,,0.95,,0.02,,0.0,
0.0,,"[541, 195, 247, 312]",,0.0,,0.02,,0.01,,0.94,,0.02,,0.0,
0.0,,"[537, 191, 252, 322]",,0.0,,0.04,,0.03,,0.91,,0.02,,0.0,
0.0,,"[539, 200, 246, 304]",,0.0,,0.01,,0.01,,0.97,,0.01,,0.0,
0.0,,"[539, 191, 250, 319]",,0.0,,0.06,,0.01,,0.9,,0.03,,0.0,
0.0,,"[540, 191, 250, 318]",,0.0,,0.07,,0.01,,0.88,,0.04,,0.0,
0.0,,"[535, 192, 247, 313]",,0.0,,0.02,,0.03,,0.94,,0.01,,0.0,
0.0,,"[535, 190, 249, 318]",,0.0,,0.02,,0.03,,0.92,,0.02,,0.0,
0.0,,"[541, 193, 249, 316]",,0.0,,0.05,,0.01,,0.92,,0.02,,0.0,
0.0,,"[539, 192, 250, 316]",,0.0,,0.09,,0.02,,0.83,,0.05,,0.0,
0.0,,"[540, 198, 246, 307]",,0.0,,0.02,,0.02,,0.96,,0.01,,0.0,
0.0,,"[542, 198, 243, 307]",,0.0,,0.02,,0.02,,0.96,,0.01,,0.0,
0.0,,"[540, 199, 245, 305]",,0.0,,0.02,,0.02,,0.96,,0.01,,0.0,
0.0,,"[543, 196, 244, 310]",,0.0,,0.06,,0.02,,0.9,,0.02,,0.0,
0.0,,"[541, 198, 246, 307]",,0.0,,0.02,,0.02,,0.95,,0.01,,0.0,
0.0,,"[544, 196, 243, 310]",,0.0,,0.08,,0.02,,0.87,,0.03,,0.0,
0.0,,"[539, 196, 250, 315]",,0.0,,0.01,,0.0,,0.97,,0.02,,0.0,
0.0,,"[540, 190, 252, 328]",,0.0,,0.02,,0.01,,0.91,,0.05,,0.0,
0.0,,"[545, 194, 246, 315]",,0.0,,0.04,,0.01,,0.91,,0.05,,0.0,
0.0,,"[545, 195, 245, 314]",,0.0,,0.04,,0.01,,0.91,,0.05,,0.0,
0.0,,"[545, 194, 246, 314]",,0.0,,0.05,,0.02,,0.88,,0.05,,0.0,
0.0,,"[538, 195, 248, 313]",,0.0,,0.03,,0.06,,0.85,,0.05,,0.0,
0.01,,"[544, 196, 245, 313]",,0.0,,0.09,,0.06,,0.75,,0.09,,0.0,
0.0,,"[545, 198, 244, 311]",,0.0,,0.09,,0.04,,0.81,,0.05,,0.0,
0.01,,"[545, 199, 244, 310]",,0.0,,0.09,,0.04,,0.81,,0.05,,0.01,
0.0,,"[539, 201, 244, 300]",,0.0,,0.03,,0.02,,0.93,,0.02,,0.0,
0.0,,"[541, 204, 242, 294]",,0.0,,0.03,,0.03,,0.91,,0.03,,0.0,
0.0,,"[540, 204, 241, 295]",,0.0,,0.04,,0.02,,0.91,,0.03,,0.0,
0.01,,"[541, 206, 241, 297]",,0.0,,0.06,,0.06,,0.82,,0.05,,0.0,
0.0,,"[543, 207, 240, 293]",,0.0,,0.03,,0.02,,0.89,,0.06,,0.0,
0.01,,"[543, 206, 241, 296]",,0.0,,0.04,,0.03,,0.85,,0.08,,0.0,
0.01,,"[546, 200, 244, 309]",,0.0,,0.04,,0.04,,0.81,,0.1,,0.0,
0.0,,"[540, 200, 245, 304]",,0.0,,0.02,,0.02,,0.91,,0.05,,0.0,
0.0,,"[541, 202, 244, 303]",,0.0,,0.04,,0.02,,0.88,,0.06,,0.0,
0.01,,"[547, 198, 245, 313]",,0.0,,0.02,,0.02,,0.88,,0.08,,0.0,
0.01,,"[546, 199, 246, 312]",,0.0,,0.02,,0.04,,0.83,,0.11,,0.0,
0.01,,"[546, 201, 245, 311]",,0.0,,0.03,,0.04,,0.78,,0.15,,0.0,
0.0,,"[546, 200, 246, 312]",,0.0,,0.03,,0.04,,0.81,,0.12,,0.0,
0.0,,"[546, 200, 246, 312]",,0.0,,0.02,,0.04,,0.84,,0.1,,0.0,
0.01,,"[547, 200, 244, 313]",,0.0,,0.02,,0.03,,0.85,,0.1,,0.0,
0.01,,"[547, 199, 245, 315]",,0.0,,0.02,,0.01,,0.84,,0.13,,0.0,
0.01,,"[547, 199, 245, 315]",,0.0,,0.02,,0.01,,0.85,,0.11,,0.0,
0.01,,"[542, 205, 242, 303]",,0.0,,0.03,,0.04,,0.86,,0.07,,0.0,
0.01,,"[547, 201, 244, 309]",,0.0,,0.02,,0.02,,0.8,,0.16,,0.0,
0.01,,"[548, 202, 243, 308]",,0.0,,0.02,,0.03,,0.81,,0.13,,0.0,
0.01,,"[549, 207, 242, 311]",,0.0,,0.03,,0.0,,0.53,,0.42,,0.0,
0.01,,"[550, 207, 242, 311]",,0.0,,0.02,,0.0,,0.52,,0.45,,0.0,
0.01,,"[549, 207, 245, 308]",,0.0,,0.02,,0.01,,0.64,,0.32,,0.0,
0.01,,"[548, 205, 243, 303]",,0.0,,0.04,,0.01,,0.67,,0.27,,0.0,
0.02,,"[536, 201, 254, 312]",,0.0,,0.02,,0.01,,0.77,,0.19,,0.0,
0.02,,"[549, 205, 242, 303]",,0.0,,0.03,,0.01,,0.66,,0.29,,0.0,
0.01,,"[548, 203, 240, 296]",,0.0,,0.05,,0.03,,0.66,,0.25,,0.0,
0.01,,"[547, 203, 243, 298]",,0.0,,0.05,,0.01,,0.7,,0.23,,0.0,
0.01,,"[549, 204, 241, 293]",,0.0,,0.05,,0.01,,0.76,,0.17,,0.0,
0.01,,"[552, 203, 238, 293]",,0.0,,0.04,,0.01,,0.76,,0.18,,0.0,
0.01,,"[554, 201, 240, 292]",,0.0,,0.03,,0.0,,0.69,,0.27,,0.0,
0.01,,"[554, 201, 241, 293]",,0.0,,0.03,,0.0,,0.74,,0.22,,0.0,
0.01,,"[556, 198, 242, 306]",,0.0,,0.03,,0.0,,0.77,,0.19,,0.0,
0.01,,"[555, 194, 251, 318]",,0.0,,0.02,,0.01,,0.86,,0.1,,0.0,
0.01,,"[558, 195, 248, 317]",,0.0,,0.02,,0.01,,0.88,,0.08,,0.0,
0.0,,"[560, 196, 251, 316]",,0.0,,0.02,,0.0,,0.93,,0.04,,0.0,
0.01,,"[561, 196, 250, 316]",,0.0,,0.02,,0.01,,0.93,,0.04,,0.0,
0.01,,"[560, 195, 242, 304]",,0.0,,0.02,,0.02,,0.89,,0.06,,0.0,
0.0,,"[559, 196, 251, 318]",,0.0,,0.01,,0.01,,0.93,,0.04,,0.0,
0.01,,"[559, 195, 243, 305]",,0.0,,0.01,,0.01,,0.88,,0.08,,0.0,
0.01,,"[559, 196, 243, 309]",,0.0,,0.03,,0.01,,0.84,,0.11,,0.0,
